ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
208244_at	2.80e-02	8.45e-03	2.70	-3.197154	0.83536362	BMP3	bone morphogenetic protein 3
206593_s_at	2.81e-02	8.47e-03	-2.70	-3.200055	-0.15877446	MED22	mediator complex subunit 22
216019_x_at	2.81e-02	8.47e-03	2.70	-3.200147	0.59114511	MIR6716///PHLDB1	microRNA 6716///pleckstrin homology like domain family B member 1
201913_s_at	2.82e-02	8.49e-03	2.70	-3.201913	0.22366242	COASY	Coenzyme A synthase
205327_s_at	2.82e-02	8.50e-03	-2.70	-3.202554	-0.29534809	ACVR2A	activin A receptor type 2A
202187_s_at	2.82e-02	8.52e-03	2.70	-3.204837	0.20841265	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
203811_s_at	2.82e-02	8.52e-03	-2.70	-3.205179	-0.49860153	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
221131_at	2.83e-02	8.53e-03	-2.70	-3.205468	-0.51377049	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase
228543_at	2.83e-02	8.54e-03	-2.70	-3.206631	-0.29597419	PET117	PET117 homolog
216862_s_at	2.83e-02	8.54e-03	2.70	-3.206982	0.23207286	CMC4	C-X9-C motif containing 4
201273_s_at	2.83e-02	8.54e-03	-2.70	-3.20723	-0.16647245	SRP9	signal recognition particle 9
203872_at	2.83e-02	8.55e-03	2.70	-3.207878	0.62177799	ACTA1	actin, alpha 1, skeletal muscle
205857_at	2.83e-02	8.55e-03	-2.69	-3.208195	-0.40472202	SLC18A2	solute carrier family 18 member A2
204943_at	2.83e-02	8.55e-03	2.69	-3.208314	0.66402976	ADAM12	ADAM metallopeptidase domain 12
209148_at	2.83e-02	8.55e-03	-2.69	-3.208525	-0.18694498	RXRB	retinoid X receptor beta
232240_at	2.84e-02	8.58e-03	-2.69	-3.210879	-0.46499548	DNHD1	dynein heavy chain domain 1
1564639_at	2.84e-02	8.59e-03	-2.69	-3.211887	-0.4399263	LOC100291323	uncharacterized LOC100291323
227980_at	2.84e-02	8.59e-03	-2.69	-3.212347	-0.19724735	ZNF322	zinc finger protein 322
218938_at	2.84e-02	8.59e-03	2.69	-3.21276	0.23421621	FBXL15	F-box and leucine rich repeat protein 15
225099_at	2.84e-02	8.60e-03	2.69	-3.213522	0.24266556	FBXO45	F-box protein 45
243019_at	2.84e-02	8.60e-03	-2.69	-3.213526	-0.60819948	LOC100132207	uncharacterized LOC100132207
223893_at	2.84e-02	8.60e-03	-2.69	-3.213699	-0.70288992	ENAM	enamelin
219618_at	2.84e-02	8.61e-03	-2.69	-3.213971	-0.19817855	IRAK4	interleukin 1 receptor associated kinase 4
217811_at	2.85e-02	8.63e-03	2.69	-3.216295	0.16463067	SELT	selenoprotein T
238380_s_at	2.85e-02	8.63e-03	-2.69	-3.216409	-0.84227646	LINC00226	long intergenic non-protein coding RNA 226
224732_at	2.85e-02	8.63e-03	2.69	-3.216606	0.17424762	CHTF8	chromosome transmission fidelity factor 8
207128_s_at	2.85e-02	8.63e-03	-2.69	-3.216659	-0.24223041	ZNF223	zinc finger protein 223
213414_s_at	2.85e-02	8.64e-03	2.69	-3.217478	0.2976551	RPS19	ribosomal protein S19
210874_s_at	2.85e-02	8.65e-03	-2.69	-3.218001	-0.59188689	NAT6	N-acetyltransferase 6
1554683_a_at	2.86e-02	8.65e-03	2.69	-3.218808	0.64522057	CCDC187	coiled-coil domain containing 187
221065_s_at	2.86e-02	8.66e-03	2.69	-3.21902	0.8767172	CHST8	carbohydrate sulfotransferase 8
204523_at	2.86e-02	8.66e-03	-2.69	-3.219118	-0.26710433	ZNF140	zinc finger protein 140
205602_x_at	2.86e-02	8.66e-03	2.69	-3.219144	0.73144231	PSG7	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)
220755_s_at	2.86e-02	8.66e-03	2.69	-3.219382	0.25846038	C6orf48	chromosome 6 open reading frame 48
212167_s_at	2.87e-02	8.68e-03	-2.69	-3.222027	-0.16643024	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
223974_at	2.87e-02	8.69e-03	-2.69	-3.222179	-0.57689533	DLGAP1-AS2	DLGAP1 antisense RNA 2
220431_at	2.87e-02	8.69e-03	2.69	-3.222757	0.85766898	TMPRSS11E	transmembrane protease, serine 11E
223304_at	2.87e-02	8.70e-03	-2.69	-3.223383	-0.26078682	SLC37A3	solute carrier family 37 member 3
244743_x_at	2.87e-02	8.70e-03	-2.69	-3.223401	-0.44697158	ZNF138	zinc finger protein 138
1564333_a_at	2.87e-02	8.71e-03	2.69	-3.225151	0.27626802	PSAPL1	prosaposin-like 1 (gene/pseudogene)
201592_at	2.87e-02	8.72e-03	2.69	-3.225299	0.24299891	EIF3H	eukaryotic translation initiation factor 3 subunit H
236840_at	2.87e-02	8.72e-03	-2.69	-3.225786	-0.83727425	C12orf56	chromosome 12 open reading frame 56
231550_at	2.87e-02	8.72e-03	2.69	-3.22598	0.4276538	XYLT2	xylosyltransferase 2
228536_at	2.88e-02	8.76e-03	-2.69	-3.229487	-0.15961728	PRMT9	protein arginine methyltransferase 9
217494_s_at	2.89e-02	8.76e-03	2.69	-3.230277	0.45417769	PTENP1	phosphatase and tensin homolog pseudogene 1
202556_s_at	2.89e-02	8.77e-03	2.69	-3.230471	0.15624526	MCRS1	microspherule protein 1
202197_at	2.89e-02	8.77e-03	2.69	-3.231195	0.22336973	MTMR3	myotubularin related protein 3
222899_at	2.89e-02	8.77e-03	-2.69	-3.231235	-0.55500007	ITGA11	integrin subunit alpha 11
202947_s_at	2.89e-02	8.77e-03	2.69	-3.231312	0.40769634	GYPC	glycophorin C (Gerbich blood group)
208532_x_at	2.89e-02	8.79e-03	2.69	-3.23246	0.28670042	KRTAP5-8	keratin associated protein 5-8
221699_s_at	2.89e-02	8.80e-03	-2.68	-3.233621	-0.14683527	DDX50	DEAD-box helicase 50
234355_s_at	2.89e-02	8.80e-03	-2.68	-3.233805	-0.42677443	DISP3	dispatched RND transporter family member 3
1570398_at	2.90e-02	8.81e-03	-2.68	-3.23502	-0.74291261	FAM47E	family with sequence similarity 47 member E
206703_at	2.90e-02	8.81e-03	2.68	-3.23525	0.27135404	CHRNB1	cholinergic receptor nicotinic beta 1 subunit
209015_s_at	2.90e-02	8.82e-03	-2.68	-3.235404	-0.29301171	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6
228654_at	2.90e-02	8.82e-03	-2.68	-3.23594	-0.4340707	SPIN4	spindlin family member 4
227096_at	2.90e-02	8.83e-03	2.68	-3.236417	0.20152527	JOSD2	Josephin domain containing 2
202597_at	2.90e-02	8.83e-03	-2.68	-3.23651	-0.55122983	IRF6	interferon regulatory factor 6
230236_at	2.91e-02	8.85e-03	2.68	-3.238429	0.55360659	TDRG1	testis development related 1 (non-protein coding)
230251_at	2.91e-02	8.85e-03	-2.68	-3.239087	-0.87665541	LINC00473	long intergenic non-protein coding RNA 473
204789_at	2.91e-02	8.85e-03	2.68	-3.239306	0.19950331	FMNL1	formin like 1
215224_at	2.91e-02	8.85e-03	-2.68	-3.239375	-0.52987413	SNORA21	small nucleolar RNA, H/ACA box 21
227462_at	2.91e-02	8.86e-03	-2.68	-3.239452	-0.733564	ERAP2	endoplasmic reticulum aminopeptidase 2
208924_at	2.91e-02	8.87e-03	-2.68	-3.241187	-0.4710878	RNF11	ring finger protein 11
231629_x_at	2.91e-02	8.87e-03	-2.68	-3.241354	-0.33924956	KLK3	kallikrein related peptidase 3
217940_s_at	2.92e-02	8.89e-03	-2.68	-3.242969	-0.23001085	NAXD	NAD(P)HX dehydratase
213184_at	2.92e-02	8.89e-03	2.68	-3.242981	0.19969652	SENP5	SUMO1/sentrin specific peptidase 5
204496_at	2.92e-02	8.90e-03	-2.68	-3.244308	-0.4763305	STRN3	striatin 3
217026_at	2.92e-02	8.91e-03	-2.68	-3.24485	-0.66521243	CFTR	cystic fibrosis transmembrane conductance regulator
207365_x_at	2.93e-02	8.92e-03	-2.68	-3.246083	-0.34884725	USP34	ubiquitin specific peptidase 34
200854_at	2.93e-02	8.93e-03	2.68	-3.247239	0.20092356	NCOR1	nuclear receptor corepressor 1
219133_at	2.93e-02	8.94e-03	2.68	-3.247594	0.23603771	OXSM	3-oxoacyl-ACP synthase, mitochondrial
231414_at	2.93e-02	8.94e-03	2.68	-3.247847	0.46651627		
222291_at	2.93e-02	8.95e-03	-2.68	-3.248521	-0.76773062	FAM149A	family with sequence similarity 149 member A
230854_at	2.93e-02	8.95e-03	-2.68	-3.248554	-0.89691301	BCAR4	breast cancer anti-estrogen resistance 4 (non-protein coding)
218552_at	2.93e-02	8.95e-03	-2.68	-3.249156	-0.32117576	ECHDC2	enoyl-CoA hydratase domain containing 2
215440_s_at	2.94e-02	8.97e-03	-2.68	-3.250676	-0.29561434	BEX4	brain expressed X-linked 4
205093_at	2.94e-02	8.97e-03	-2.68	-3.251155	-0.77606613	PLEKHA6	pleckstrin homology domain containing A6
203439_s_at	2.94e-02	8.98e-03	-2.68	-3.251478	-0.60108073	STC2	stanniocalcin 2
227150_at	2.94e-02	8.98e-03	2.68	-3.251635	0.22503124	MTF1	metal regulatory transcription factor 1
1552311_a_at	2.94e-02	8.98e-03	2.68	-3.252157	0.34702684	RAX2	retina and anterior neural fold homeobox 2
203230_at	2.94e-02	8.99e-03	2.68	-3.252496	0.16444479	DVL1	dishevelled segment polarity protein 1
216676_x_at	2.94e-02	8.99e-03	-2.68	-3.252774	-0.95488367	KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3
218231_at	2.94e-02	8.99e-03	2.68	-3.253182	0.3342788	NAGK	N-acetylglucosamine kinase
224912_at	2.94e-02	8.99e-03	2.68	-3.25326	0.24226483	TTC7A	tetratricopeptide repeat domain 7A
224616_at	2.94e-02	9.00e-03	2.68	-3.253671	0.2776965	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
219248_at	2.94e-02	9.00e-03	-2.68	-3.253701	-0.17622074	THUMPD2	THUMP domain containing 2
203513_at	2.94e-02	9.00e-03	-2.68	-3.253915	-0.1994717	SPG11	spastic paraplegia 11 (autosomal recessive)
233173_x_at	2.95e-02	9.01e-03	2.68	-3.254784	0.20939076	GTF3C5	general transcription factor IIIC subunit 5
223848_at	2.95e-02	9.02e-03	-2.68	-3.255476	-0.84173351	LOC100129198	PRO2866
222090_at	2.95e-02	9.02e-03	-2.68	-3.255516	-0.56435082	NDUFB2-AS1	NDUFB2 antisense RNA 1
210307_s_at	2.95e-02	9.02e-03	-2.68	-3.256127	-0.65596817	KLHL25	kelch like family member 25
222047_s_at	2.95e-02	9.04e-03	-2.67	-3.257713	-0.15443589	SRRT	serrate, RNA effector molecule
225661_at	2.95e-02	9.04e-03	2.67	-3.258125	0.24303415	IFNAR1	interferon alpha and beta receptor subunit 1
207455_at	2.96e-02	9.05e-03	-2.67	-3.258522	-0.47789313	P2RY1	purinergic receptor P2Y1
200677_at	2.96e-02	9.06e-03	2.67	-3.259674	0.2331426	PTTG1IP	pituitary tumor-transforming 1 interacting protein
203069_at	2.96e-02	9.07e-03	2.67	-3.260986	0.69604126	SV2A	synaptic vesicle glycoprotein 2A
1556516_at	2.96e-02	9.07e-03	-2.67	-3.2612	-0.74103143	LOC100506331	uncharacterized LOC100506331
218542_at	2.97e-02	9.10e-03	2.67	-3.263625	0.77956633	CEP55	centrosomal protein 55
213776_at	2.98e-02	9.11e-03	-2.67	-3.265306	-0.32654185	LOC157562	uncharacterized LOC157562
209504_s_at	2.98e-02	9.12e-03	-2.67	-3.265434	-0.42290191	PLEKHB1	pleckstrin homology domain containing B1
218524_at	2.98e-02	9.12e-03	-2.67	-3.265902	-0.21185431	E4F1	E4F transcription factor 1
223151_at	2.98e-02	9.13e-03	2.67	-3.266343	0.15895322	DCUN1D5	defective in cullin neddylation 1 domain containing 5
218471_s_at	2.99e-02	9.15e-03	-2.67	-3.268994	-0.17635695	BBS1	Bardet-Biedl syndrome 1
228981_at	2.99e-02	9.16e-03	-2.67	-3.269503	-0.58060722	TMEM169	transmembrane protein 169
209933_s_at	2.99e-02	9.17e-03	2.67	-3.270353	0.31052351	CD300A	CD300a molecule
206325_at	2.99e-02	9.17e-03	-2.67	-3.270484	-0.70271049	SERPINA6	serpin family A member 6
227540_at	2.99e-02	9.17e-03	2.67	-3.27111	0.16358409	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific
204339_s_at	3.00e-02	9.19e-03	-2.67	-3.273041	-0.6567899	RGS4	regulator of G-protein signaling 4
227297_at	3.00e-02	9.20e-03	2.67	-3.273819	1.09029155	ITGA9	integrin subunit alpha 9
235210_s_at	3.00e-02	9.21e-03	-2.67	-3.274149	-0.37312053	SBSPON	somatomedin B and thrombospondin type 1 domain containing
211051_s_at	3.00e-02	9.22e-03	-2.67	-3.275106	-0.39398723	EXTL3	exostosin like glycosyltransferase 3
219743_at	3.00e-02	9.23e-03	-2.67	-3.276083	-0.7813004	HEY2	hes related family bHLH transcription factor with YRPW motif 2
218145_at	3.00e-02	9.23e-03	2.67	-3.276185	0.26727894	TRIB3	tribbles pseudokinase 3
218375_at	3.00e-02	9.23e-03	2.67	-3.276394	0.2087479	NUDT9	nudix hydrolase 9
220590_at	3.01e-02	9.24e-03	-2.67	-3.277108	-0.55318547	ITFG2	integrin alpha FG-GAP repeat containing 2
232822_x_at	3.01e-02	9.24e-03	-2.67	-3.277208	-0.76685072	LINC00629	long intergenic non-protein coding RNA 629
204510_at	3.01e-02	9.25e-03	-2.67	-3.278374	-0.2327189	CDC7	cell division cycle 7
200991_s_at	3.01e-02	9.25e-03	2.67	-3.278492	0.22276638	SNX17	sorting nexin 17
1561616_a_at	3.01e-02	9.25e-03	-2.67	-3.278838	-0.87490545	DNAH6	dynein axonemal heavy chain 6
235408_x_at	3.01e-02	9.26e-03	-2.67	-3.279406	-0.4937999	ZNF117	zinc finger protein 117
1558995_at	3.01e-02	9.26e-03	-2.67	-3.279579	-0.51918921	ZNF547	zinc finger protein 547
200700_s_at	3.01e-02	9.27e-03	2.67	-3.279915	0.27986746	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
241364_at	3.02e-02	9.28e-03	-2.67	-3.281518	-0.46107138	TMEM57	transmembrane protein 57
227845_s_at	3.02e-02	9.30e-03	-2.66	-3.283328	-0.60824373	SHD	Src homology 2 domain containing transforming protein D
226554_at	3.02e-02	9.30e-03	-2.66	-3.283425	-0.1967899	ZBTB7A	zinc finger and BTB domain containing 7A
201912_s_at	3.03e-02	9.31e-03	2.66	-3.284293	0.34806889	GSPT1	G1 to S phase transition 1
235953_at	3.03e-02	9.31e-03	-2.66	-3.284429	-0.43142536	ZNF610	zinc finger protein 610
224505_s_at	3.03e-02	9.33e-03	-2.66	-3.286382	-0.62770405	PLCD4	phospholipase C delta 4
223727_at	3.03e-02	9.34e-03	-2.66	-3.28698	-0.33882819	KCNIP2	potassium voltage-gated channel interacting protein 2
202746_at	3.04e-02	9.35e-03	-2.66	-3.288035	-0.48343954	ITM2A	integral membrane protein 2A
205269_at	3.04e-02	9.36e-03	-2.66	-3.288635	-0.26500477	LCP2	lymphocyte cytosolic protein 2
203642_s_at	3.04e-02	9.37e-03	-2.66	-3.289574	-0.64151186	COBLL1	cordon-bleu WH2 repeat protein like 1
201066_at	3.04e-02	9.37e-03	2.66	-3.289876	0.23623536	CYC1	cytochrome c1
215102_at	3.05e-02	9.39e-03	2.66	-3.292144	1.06245566	DPY19L1P1	DPY19L1 pseudogene 1
217753_s_at	3.05e-02	9.40e-03	2.66	-3.292907	0.50603936	LOC101929876///LOC100996747///RPS26P11///RPS26	40S ribosomal protein S26///40S ribosomal protein S26///ribosomal protein S26 pseudogene 11///ribosomal protein S26
238322_s_at	3.05e-02	9.41e-03	2.66	-3.293579	0.43592399	TEAD2	TEA domain transcription factor 2
239565_at	3.05e-02	9.41e-03	2.66	-3.294135	0.5974251	DLG5-AS1	DLG5 antisense RNA 1
206361_at	3.06e-02	9.42e-03	-2.66	-3.294898	-0.55456896	PTGDR2	prostaglandin D2 receptor 2
228438_at	3.06e-02	9.44e-03	-2.66	-3.296854	-0.72011297	MSC-AS1	MSC antisense RNA 1
227679_at	3.06e-02	9.45e-03	2.66	-3.297186	0.60682764	HDAC11	histone deacetylase 11
1569696_at	3.06e-02	9.45e-03	-2.66	-3.297293	-0.71900074	CSMD2-AS1	CSMD2 antisense RNA 1
219278_at	3.06e-02	9.45e-03	2.66	-3.297781	0.59120874	MAP3K6	mitogen-activated protein kinase kinase kinase 6
1562413_at	3.06e-02	9.46e-03	-2.66	-3.298172	-0.61828499	LINC00167	long intergenic non-protein coding RNA 167
224701_at	3.07e-02	9.47e-03	2.66	-3.298973	0.40614169	PARP14	poly(ADP-ribose) polymerase family member 14
230104_s_at	3.07e-02	9.47e-03	-2.66	-3.299739	-0.66064027	TPPP	tubulin polymerization promoting protein
226930_at	3.09e-02	9.53e-03	-2.66	-3.305312	-0.60501796	FNDC1	fibronectin type III domain containing 1
229768_at	3.09e-02	9.54e-03	-2.65	-3.306244	-0.35290842	OR51E1	olfactory receptor family 51 subfamily E member 1
211761_s_at	3.09e-02	9.54e-03	2.65	-3.306291	0.13834128	CACYBP	calcyclin binding protein
224272_at	3.09e-02	9.55e-03	-2.65	-3.306805	-0.92797802	RACGAP1P	Rac GTPase activating protein 1 pseudogene
209827_s_at	3.09e-02	9.55e-03	-2.65	-3.307258	-0.20786452	IL16	interleukin 16
223517_at	3.10e-02	9.58e-03	-2.65	-3.309724	-0.26024223	FBXO44	F-box protein 44
219139_s_at	3.11e-02	9.60e-03	-2.65	-3.311574	-0.76537425	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3
229309_at	3.11e-02	9.60e-03	2.65	-3.311941	0.69287088	ADRB1	adrenoceptor beta 1
225484_at	3.11e-02	9.61e-03	-2.65	-3.312134	-0.21519518	CEP41	centrosomal protein 41
201966_at	3.12e-02	9.66e-03	2.65	-3.317044	0.17473864	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2
226580_at	3.12e-02	9.66e-03	-2.65	-3.317301	-0.34776514	BRMS1L	breast cancer metastasis-suppressor 1-like
225300_at	3.13e-02	9.67e-03	2.65	-3.31795	0.25799891	KNSTRN	kinetochore localized astrin/SPAG5 binding protein
201853_s_at	3.13e-02	9.68e-03	-2.65	-3.31894	-0.30730839	CDC25B	cell division cycle 25B
240523_at	3.13e-02	9.68e-03	2.65	-3.319389	0.98976712	DPH6-AS1	DPH6 antisense RNA 1 (head to head)
228068_at	3.14e-02	9.71e-03	-2.65	-3.322077	-0.76771216	GOLGA7B	golgin A7 family member B
220012_at	3.15e-02	9.76e-03	-2.65	-3.326302	-0.46843033	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
218599_at	3.16e-02	9.77e-03	2.65	-3.32691	0.23016777	REC8	REC8 meiotic recombination protein
222893_s_at	3.16e-02	9.77e-03	-2.65	-3.327534	-0.18518987	RPAP2	RNA polymerase II associated protein 2
227203_at	3.17e-02	9.80e-03	-2.65	-3.330192	-0.27357658	FBXL17	F-box and leucine rich repeat protein 17
202653_s_at	3.17e-02	9.83e-03	-2.64	-3.33259	-0.34907532	MARCH7	membrane associated ring-CH-type finger 7
202892_at	3.17e-02	9.83e-03	-2.64	-3.332804	-0.16874733	CDC23	cell division cycle 23
233305_at	3.18e-02	9.84e-03	2.64	-3.333694	1.08028403	NECAB1	N-terminal EF-hand calcium binding protein 1
214442_s_at	3.18e-02	9.85e-03	-2.64	-3.334614	-0.21208051	PIAS2	protein inhibitor of activated STAT 2
218964_at	3.18e-02	9.85e-03	-2.64	-3.334731	-0.2469657	ARID3B	AT-rich interaction domain 3B
228707_at	3.18e-02	9.85e-03	2.64	-3.335	0.57237077	CLDN23	claudin 23
218474_s_at	3.18e-02	9.86e-03	-2.64	-3.335193	-0.2000146	KCTD5	potassium channel tetramerization domain containing 5
218858_at	3.18e-02	9.87e-03	-2.64	-3.335984	-0.45170043	DEPTOR	DEP domain containing MTOR-interacting protein
216481_at	3.18e-02	9.87e-03	-2.64	-3.336009	-0.59974361	GRIP2	glutamate receptor interacting protein 2
219177_at	3.19e-02	9.89e-03	-2.64	-3.338355	-0.33589179	BRIX1	BRX1, biogenesis of ribosomes
203500_at	3.20e-02	9.92e-03	2.64	-3.34112	0.29069042	GCDH	glutaryl-CoA dehydrogenase
227922_x_at	3.20e-02	9.93e-03	-2.64	-3.341757	-0.68787722	GTF2IP20	general transcription factor IIi pseudogene 20
1559584_a_at	3.20e-02	9.93e-03	-2.64	-3.342034	-0.48020844	C16orf54	chromosome 16 open reading frame 54
213242_x_at	3.20e-02	9.94e-03	2.64	-3.342898	0.27504986	CEP170B	centrosomal protein 170B
215690_x_at	3.20e-02	9.95e-03	2.64	-3.34314	0.27358121	GPAA1	glycosylphosphatidylinositol anchor attachment 1
232720_at	3.20e-02	9.95e-03	-2.64	-3.343267	-0.36697627	LINGO2	leucine rich repeat and Ig domain containing 2
214714_at	3.20e-02	9.95e-03	2.64	-3.343585	0.26740201	ZNF394	zinc finger protein 394
201221_s_at	3.21e-02	9.96e-03	-2.64	-3.344397	-0.21737755	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
209719_x_at	3.21e-02	9.97e-03	-2.64	-3.34542	-0.61008883	SERPINB3	serpin family B member 3
228323_at	3.22e-02	9.99e-03	2.64	-3.347274	0.40607808	KNL1	kinetochore scaffold 1
209998_at	3.22e-02	1.00e-02	-2.64	-3.34774	-0.15698832	PIGO	phosphatidylinositol glycan anchor biosynthesis class O
213827_at	3.22e-02	1.00e-02	-2.64	-3.347882	-0.50597688	ARHGAP33	Rho GTPase activating protein 33
209165_at	3.22e-02	1.00e-02	2.64	-3.348252	0.19558893	AATF	apoptosis antagonizing transcription factor
201021_s_at	3.22e-02	1.00e-02	-2.64	-3.348348	-0.23698047	DSTN	destrin, actin depolymerizing factor
200830_at	3.23e-02	1.00e-02	2.64	-3.350624	0.14712385	PSMD2	proteasome 26S subunit, non-ATPase 2
206840_at	3.23e-02	1.00e-02	-2.64	-3.350748	-0.76120805	AFM	afamin
212544_at	3.23e-02	1.00e-02	2.64	-3.350798	0.17455104	ZNHIT3	zinc finger HIT-type containing 3
202266_at	3.23e-02	1.00e-02	2.64	-3.351325	0.18923273	TDP2	tyrosyl-DNA phosphodiesterase 2
218780_at	3.23e-02	1.00e-02	-2.64	-3.351596	-0.47719553	HOOK2	hook microtubule tethering protein 2
204946_s_at	3.23e-02	1.00e-02	-2.64	-3.351995	-0.21219251	TOP3A	topoisomerase (DNA) III alpha
223703_at	3.23e-02	1.00e-02	2.64	-3.352443	0.30824748	C10orf11	chromosome 10 open reading frame 11
243110_x_at	3.23e-02	1.01e-02	2.64	-3.353215	0.26817723	NPW	neuropeptide W
213131_at	3.24e-02	1.01e-02	-2.63	-3.35481	-0.92407955	OLFM1	olfactomedin 1
221139_s_at	3.24e-02	1.01e-02	-2.63	-3.355277	-0.35797327	CSAD	cysteine sulfinic acid decarboxylase
211168_s_at	3.24e-02	1.01e-02	-2.63	-3.355354	-0.19712284	UPF1	UPF1, RNA helicase and ATPase
233493_at	3.24e-02	1.01e-02	-2.63	-3.356344	-0.7780084	OR2A4	olfactory receptor family 2 subfamily A member 4
50314_i_at	3.24e-02	1.01e-02	2.63	-3.356506	0.33545241	C20orf27	chromosome 20 open reading frame 27
203232_s_at	3.24e-02	1.01e-02	-2.63	-3.356907	-0.29105007	ATXN1	ataxin 1
238199_x_at	3.24e-02	1.01e-02	-2.63	-3.357065	-0.44710973	LOC101929612///COX3	uncharacterized LOC101929612///cytochrome c oxidase III
235496_at	3.24e-02	1.01e-02	2.63	-3.35741	0.67122616	HRCT1	histidine rich carboxyl terminus 1
200033_at	3.24e-02	1.01e-02	-2.63	-3.35819	-0.13680591	MIR5047///MIR3064///DDX5	microRNA 5047///microRNA 3064///DEAD-box helicase 5
221822_at	3.24e-02	1.01e-02	2.63	-3.358227	0.38634795	SGF29	SAGA complex associated factor 29
224744_at	3.24e-02	1.01e-02	-2.63	-3.358313	-0.18587337	IMPAD1	inositol monophosphatase domain containing 1
207721_x_at	3.25e-02	1.01e-02	2.63	-3.358683	0.24546924	HINT1	histidine triad nucleotide binding protein 1
231844_at	3.25e-02	1.01e-02	-2.63	-3.360016	-0.20626968	MGC27345///RBM28	uncharacterized protein MGC27345///RNA binding motif protein 28
226718_at	3.25e-02	1.01e-02	-2.63	-3.360684	-0.36975572	AMIGO1	adhesion molecule with Ig like domain 1
208009_s_at	3.25e-02	1.01e-02	2.63	-3.360717	0.59188164	ARHGEF16	Rho guanine nucleotide exchange factor 16
224529_s_at	3.25e-02	1.01e-02	-2.63	-3.361158	-0.45362172	NT5C1A	5'-nucleotidase, cytosolic IA
201036_s_at	3.25e-02	1.02e-02	-2.63	-3.361589	-0.21407682	HADH	hydroxyacyl-CoA dehydrogenase
205068_s_at	3.25e-02	1.02e-02	2.63	-3.361767	0.3154616	ARHGAP26	Rho GTPase activating protein 26
207328_at	3.25e-02	1.02e-02	2.63	-3.3619	0.8638383	ALOX15	arachidonate 15-lipoxygenase
200025_s_at	3.25e-02	1.02e-02	2.63	-3.362272	0.21503314	RPL27	ribosomal protein L27
213636_at	3.26e-02	1.02e-02	-2.63	-3.363984	-0.58296647	PHF24	PHD finger protein 24
1554642_at	3.26e-02	1.02e-02	-2.63	-3.36443	-0.33403195	RNF32	ring finger protein 32
220996_s_at	3.26e-02	1.02e-02	2.63	-3.364495	0.85002888	SHCBP1L	SHC binding and spindle associated 1 like
220082_at	3.27e-02	1.02e-02	-2.63	-3.366071	-0.30860291	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D
202460_s_at	3.27e-02	1.02e-02	-2.63	-3.366997	-0.23568581	LPIN2	lipin 2
200762_at	3.27e-02	1.02e-02	2.63	-3.367234	0.30666139	DPYSL2	dihydropyrimidinase like 2
1554178_a_at	3.27e-02	1.02e-02	-2.63	-3.36764	-0.28603683	FAM126B	family with sequence similarity 126 member B
226685_at	3.27e-02	1.02e-02	-2.63	-3.368153	-0.24861286	SNTB2	syntrophin beta 2
202559_x_at	3.27e-02	1.02e-02	2.63	-3.368454	0.24389933	CHTOP	chromatin target of PRMT1
224792_at	3.28e-02	1.02e-02	-2.63	-3.369643	-0.76181143	TNKS1BP1	tankyrase 1 binding protein 1
